data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),50,0.15,data_quality,2020-02-01,2020-02-29,Q6c
Income and Sources (4.2) at Start,205,0.23,data_quality,2020-02-01,2020-02-29,Q6c
Income and Sources (4.2) at Annual Assessment,133,0.71,data_quality,2020-02-01,2020-02-29,Q6c
Income and Sources (4.2) at Exit,112,0.4,data_quality,2020-02-01,2020-02-29,Q6c
