count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,72,9,19,exit,2021-05-01,2021-05-31,Q13b2,without_children,43
None,72,9,19,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
None,72,9,19,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,1
1 Condition,34,5,1,exit,2021-05-01,2021-05-31,Q13b2,without_children,27
1 Condition,34,5,1,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
1 Condition,34,5,1,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,1
2 Conditions,22,2,0,exit,2021-05-01,2021-05-31,Q13b2,without_children,20
2 Conditions,22,2,0,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
2 Conditions,22,2,0,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,0
3+ Conditions,7,0,0,exit,2021-05-01,2021-05-31,Q13b2,without_children,7
3+ Conditions,7,0,0,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
3+ Conditions,7,0,0,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,0
Condition Unknown,30,0,3,exit,2021-05-01,2021-05-31,Q13b2,without_children,27
Condition Unknown,30,0,3,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
Condition Unknown,30,0,3,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,exit,2021-05-01,2021-05-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,1,0,0,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,1
Client Doesn't Know/Client Refused,1,0,0,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,0
Data Not Collected,8,1,7,exit,2021-05-01,2021-05-31,Q13b2,without_children,0
Data Not Collected,8,1,7,exit,2021-05-01,2021-05-31,Q13b2,with_only_children,0
Data Not Collected,8,1,7,exit,2021-05-01,2021-05-31,Q13b2,unknown_household_type,0
