data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),11,0.1,data_quality,2018-01-01,2018-01-31,Q6c
Income and Sources (4.2) at Start,52,0.12,data_quality,2018-01-01,2018-01-31,Q6c
Income and Sources (4.2) at Annual Assessment,69,0.63,data_quality,2018-01-01,2018-01-31,Q6c
Income and Sources (4.2) at Exit,12,0.15,data_quality,2018-01-01,2018-01-31,Q6c
