count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,254,57,110,start,2018-01-01,2018-01-31,Q13a2,without_children,77
None,254,57,110,start,2018-01-01,2018-01-31,Q13a2,with_only_children,10
None,254,57,110,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
1 Condition,172,16,15,start,2018-01-01,2018-01-31,Q13a2,without_children,141
1 Condition,172,16,15,start,2018-01-01,2018-01-31,Q13a2,with_only_children,0
1 Condition,172,16,15,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
2 Conditions,72,9,3,start,2018-01-01,2018-01-31,Q13a2,without_children,60
2 Conditions,72,9,3,start,2018-01-01,2018-01-31,Q13a2,with_only_children,0
2 Conditions,72,9,3,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
3+ Conditions,43,4,0,start,2018-01-01,2018-01-31,Q13a2,without_children,38
3+ Conditions,43,4,0,start,2018-01-01,2018-01-31,Q13a2,with_only_children,1
3+ Conditions,43,4,0,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
Condition Unknown,5,0,1,start,2018-01-01,2018-01-31,Q13a2,without_children,4
Condition Unknown,5,0,1,start,2018-01-01,2018-01-31,Q13a2,with_only_children,0
Condition Unknown,5,0,1,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-01-01,2018-01-31,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-01-01,2018-01-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,0
Data Not Collected,15,2,1,start,2018-01-01,2018-01-31,Q13a2,without_children,8
Data Not Collected,15,2,1,start,2018-01-01,2018-01-31,Q13a2,with_only_children,1
Data Not Collected,15,2,1,start,2018-01-01,2018-01-31,Q13a2,unknown_household_type,3
