count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,60,13,20,exit,2018-01-01,2018-01-31,Q13b2,without_children,27
None,60,13,20,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
None,60,13,20,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
1 Condition,26,2,5,exit,2018-01-01,2018-01-31,Q13b2,without_children,19
1 Condition,26,2,5,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
1 Condition,26,2,5,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
2 Conditions,10,1,1,exit,2018-01-01,2018-01-31,Q13b2,without_children,8
2 Conditions,10,1,1,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
2 Conditions,10,1,1,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
3+ Conditions,6,1,0,exit,2018-01-01,2018-01-31,Q13b2,without_children,5
3+ Conditions,6,1,0,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
3+ Conditions,6,1,0,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
Condition Unknown,3,0,1,exit,2018-01-01,2018-01-31,Q13b2,without_children,2
Condition Unknown,3,0,1,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
Condition Unknown,3,0,1,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-01-01,2018-01-31,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
Data Not Collected,2,0,0,exit,2018-01-01,2018-01-31,Q13b2,without_children,2
Data Not Collected,2,0,0,exit,2018-01-01,2018-01-31,Q13b2,with_only_children,0
Data Not Collected,2,0,0,exit,2018-01-01,2018-01-31,Q13b2,unknown_household_type,0
