, "Total" , "Without Children" , "With Children and Adults" , "With Only Children" , "Unknown Household Type"
"""Non-Hispanic/Non-Latin(a)(o)(x)""",540,257,273,9,1
"""Hispanic/Latin(a)(o)(x)""",43,14,27,2,0
"""Client Doesn't Know/Client Refused""",1,0,0,1,0
"""Data Not Collected""",3,1,0,0,2
"""Total""",587,272,300,12,3
