count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,67,22,37,exit,2018-09-01,2018-09-30,Q13b2,without_children,8
None,67,22,37,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
None,67,22,37,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
1 Condition,14,3,1,exit,2018-09-01,2018-09-30,Q13b2,without_children,10
1 Condition,14,3,1,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
1 Condition,14,3,1,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
2 Conditions,3,2,0,exit,2018-09-01,2018-09-30,Q13b2,without_children,1
2 Conditions,3,2,0,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
2 Conditions,3,2,0,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
3+ Conditions,2,0,0,exit,2018-09-01,2018-09-30,Q13b2,without_children,2
3+ Conditions,2,0,0,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
3+ Conditions,2,0,0,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
Condition Unknown,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,without_children,0
Condition Unknown,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
Condition Unknown,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
Data Not Collected,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,without_children,0
Data Not Collected,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,with_only_children,0
Data Not Collected,0,0,0,exit,2018-09-01,2018-09-30,Q13b2,unknown_household_type,0
