data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),0,0.0,data_quality,2018-09-01,2018-09-30,Q6c
Income and Sources (4.2) at Start,51,0.14,data_quality,2018-09-01,2018-09-30,Q6c
Income and Sources (4.2) at Annual Assessment,59,0.58,data_quality,2018-09-01,2018-09-30,Q6c
Income and Sources (4.2) at Exit,8,0.17,data_quality,2018-09-01,2018-09-30,Q6c
