data_element,error_count,percent_of_error_rate,population,start_date,end_date,question
Destination (3.12),3,0.02,data_quality,2016-11-01,2016-11-30,Q6c
Income and Sources (4.2) at Start,54,0.11,data_quality,2016-11-01,2016-11-30,Q6c
Income and Sources (4.2) at Annual Assessment,87,0.8,data_quality,2016-11-01,2016-11-30,Q6c
Income and Sources (4.2) at Exit,6,0.06,data_quality,2016-11-01,2016-11-30,Q6c
